"Time","8508A"
2025-01-02 00:18:55,20.5887550 V
2025-01-02 00:19:21,20.5887570 V
2025-01-02 00:19:46,20.5887540 V
2025-01-02 00:20:11,20.5887530 V
2025-01-02 00:20:36,20.5887560 V
2025-01-02 00:21:01,20.5887550 V
2025-01-02 00:21:26,20.5887570 V
2025-01-02 00:21:51,20.5887570 V
2025-01-02 00:22:17,20.5887560 V
2025-01-02 00:22:42,20.5887580 V
2025-01-02 00:23:07,20.5887580 V
2025-01-02 00:23:32,20.5887540 V
2025-01-02 00:23:57,20.5887590 V
2025-01-02 00:24:22,20.5887570 V
2025-01-02 00:24:47,20.5887560 V
2025-01-02 00:25:12,20.5887540 V
2025-01-02 00:25:38,20.5887560 V
2025-01-02 00:26:03,20.5887560 V
2025-01-02 00:26:28,20.5887560 V
2025-01-02 00:26:53,20.5887540 V
2025-01-02 00:27:18,20.5887540 V
2025-01-02 00:27:43,20.5887570 V
2025-01-02 00:28:08,20.5887580 V
2025-01-02 00:28:33,20.5887590 V
2025-01-02 00:28:59,20.5887580 V
2025-01-02 00:29:24,20.5887530 V
2025-01-02 00:29:49,20.5887570 V
2025-01-02 00:30:14,20.5887540 V
2025-01-02 00:30:39,20.5887540 V
2025-01-02 00:31:04,20.5887580 V
2025-01-02 00:31:29,20.5887570 V
2025-01-02 00:31:55,20.5887590 V
2025-01-02 00:32:20,20.5887570 V
2025-01-02 00:32:45,20.5887560 V
2025-01-02 00:33:10,20.5887560 V
2025-01-02 00:33:35,20.5887570 V
2025-01-02 00:34:00,20.5887550 V
2025-01-02 00:34:25,20.5887580 V
2025-01-02 00:34:50,20.5887590 V
2025-01-02 00:35:16,20.5887550 V
2025-01-02 00:35:41,20.5887600 V
2025-01-02 00:36:06,20.5887600 V
2025-01-02 00:36:31,20.5887540 V
2025-01-02 00:36:56,20.5887550 V
2025-01-02 00:37:21,20.5887590 V
2025-01-02 00:37:46,20.5887570 V
2025-01-02 00:38:12,20.5887580 V
2025-01-02 00:38:37,20.5887590 V
2025-01-02 00:39:02,20.5887610 V
2025-01-02 00:39:27,20.5887600 V
2025-01-02 00:39:52,20.5887570 V
2025-01-02 00:40:17,20.5887580 V
2025-01-02 00:40:42,20.5887550 V
2025-01-02 00:41:07,20.5887560 V
2025-01-02 00:41:33,20.5887590 V
2025-01-02 00:41:58,20.5887580 V
2025-01-02 00:42:23,20.5887580 V
2025-01-02 00:42:48,20.5887600 V
2025-01-02 00:43:13,20.5887560 V
2025-01-02 00:43:38,20.5887560 V
2025-01-02 00:44:03,20.5887600 V
2025-01-02 00:44:29,20.5887570 V
2025-01-02 00:44:54,20.5887580 V
2025-01-02 00:45:19,20.5887560 V
2025-01-02 00:45:44,20.5887590 V
2025-01-02 00:46:09,20.5887560 V
2025-01-02 00:46:34,20.5887590 V
2025-01-02 00:46:59,20.5887570 V
2025-01-02 00:47:24,20.5887570 V
2025-01-02 00:47:50,20.5887570 V
2025-01-02 00:48:15,20.5887600 V
2025-01-02 00:48:40,20.5887580 V
2025-01-02 00:49:05,20.5887590 V
2025-01-02 00:49:30,20.5887580 V
2025-01-02 00:49:55,20.5887600 V
2025-01-02 00:50:20,20.5887570 V
2025-01-02 00:50:46,20.5887590 V
2025-01-02 00:51:11,20.5887590 V
2025-01-02 00:51:36,20.5887620 V
2025-01-02 00:52:01,20.5887580 V
2025-01-02 00:52:26,20.5887560 V
2025-01-02 00:52:51,20.5887590 V
2025-01-02 00:53:16,20.5887590 V
2025-01-02 00:53:41,20.5887570 V
2025-01-02 00:54:07,20.5887610 V
2025-01-02 00:54:32,20.5887600 V
2025-01-02 00:54:57,20.5887570 V
2025-01-02 00:55:22,20.5887570 V
2025-01-02 00:55:47,20.5887600 V
2025-01-02 00:56:12,20.5887560 V
2025-01-02 00:56:37,20.5887600 V
2025-01-02 00:57:02,20.5887600 V
2025-01-02 00:57:28,20.5887570 V
2025-01-02 00:57:53,20.5887590 V
2025-01-02 00:58:18,20.5887570 V
2025-01-02 00:58:43,20.5887570 V
2025-01-02 00:59:08,20.5887600 V
2025-01-02 00:59:33,20.5887580 V
2025-01-02 00:59:58,20.5887580 V
2025-01-02 01:00:24,20.5887630 V
2025-01-02 01:00:49,20.5887620 V
2025-01-02 01:01:14,20.5887600 V
2025-01-02 01:01:39,20.5887580 V
2025-01-02 01:02:04,20.5887580 V
2025-01-02 01:02:29,20.5887610 V
2025-01-02 01:02:54,20.5887590 V
2025-01-02 01:03:19,20.5887630 V
2025-01-02 01:03:45,20.5887600 V
2025-01-02 01:04:10,20.5887590 V
2025-01-02 01:04:35,20.5887620 V
2025-01-02 01:05:00,20.5887600 V
2025-01-02 01:05:25,20.5887610 V
2025-01-02 01:05:50,20.5887590 V
2025-01-02 01:06:15,20.5887620 V
2025-01-02 01:06:41,20.5887630 V
2025-01-02 01:07:06,20.5887600 V
2025-01-02 01:07:31,20.5887600 V
2025-01-02 01:07:56,20.5887590 V
2025-01-02 01:08:21,20.5887590 V
2025-01-02 01:08:46,20.5887570 V
2025-01-02 01:09:11,20.5887610 V
2025-01-02 01:09:36,20.5887590 V
2025-01-02 01:10:02,20.5887580 V
2025-01-02 01:10:27,20.5887600 V
2025-01-02 01:10:52,20.5887630 V
2025-01-02 01:11:17,20.5887600 V
2025-01-02 01:11:42,20.5887580 V
2025-01-02 01:12:07,20.5887610 V
2025-01-02 01:12:32,20.5887550 V
2025-01-02 01:12:58,20.5887590 V
2025-01-02 01:13:23,20.5887590 V
2025-01-02 01:13:48,20.5887610 V
2025-01-02 01:14:13,20.5887590 V
2025-01-02 01:14:38,20.5887590 V
2025-01-02 01:15:03,20.5887620 V
2025-01-02 01:15:28,20.5887590 V
2025-01-02 01:15:53,20.5887580 V
2025-01-02 01:16:19,20.5887580 V
2025-01-02 01:16:44,20.5887590 V
2025-01-02 01:17:09,20.5887580 V
2025-01-02 01:17:34,20.5887590 V
2025-01-02 01:17:59,20.5887570 V
2025-01-02 01:18:24,20.5887600 V
2025-01-02 01:18:49,20.5887610 V
2025-01-02 01:19:14,20.5887580 V
2025-01-02 01:19:40,20.5887620 V
2025-01-02 01:20:05,20.5887580 V
2025-01-02 01:20:30,20.5887600 V
2025-01-02 01:20:55,20.5887610 V
2025-01-02 01:21:20,20.5887570 V
2025-01-02 01:21:45,20.5887630 V
2025-01-02 01:22:10,20.5887590 V
2025-01-02 01:22:36,20.5887600 V
2025-01-02 01:23:01,20.5887590 V
2025-01-02 01:23:26,20.5887620 V
2025-01-02 01:23:51,20.5887600 V
2025-01-02 01:24:16,20.5887590 V
2025-01-02 01:24:41,20.5887580 V
2025-01-02 01:25:06,20.5887600 V
2025-01-02 01:25:31,20.5887610 V
2025-01-02 01:25:57,20.5887590 V
2025-01-02 01:26:22,20.5887600 V
2025-01-02 01:26:47,20.5887580 V
2025-01-02 01:27:12,20.5887590 V
2025-01-02 01:27:37,20.5887580 V
2025-01-02 01:28:02,20.5887600 V
2025-01-02 01:28:27,20.5887630 V
2025-01-02 01:28:53,20.5887600 V
2025-01-02 01:29:18,20.5887590 V
2025-01-02 01:29:43,20.5887590 V
2025-01-02 01:30:08,20.5887620 V
2025-01-02 01:30:33,20.5887620 V
2025-01-02 01:30:58,20.5887610 V
2025-01-02 01:31:23,20.5887590 V
2025-01-02 01:31:48,20.5887620 V
2025-01-02 01:32:14,20.5887600 V
2025-01-02 01:32:39,20.5887610 V
2025-01-02 01:33:04,20.5887580 V
2025-01-02 01:33:29,20.5887600 V
2025-01-02 01:33:54,20.5887580 V
2025-01-02 01:34:19,20.5887540 V
2025-01-02 01:34:44,20.5887590 V
2025-01-02 01:35:10,20.5887590 V
2025-01-02 01:35:35,20.5887610 V
2025-01-02 01:36:00,20.5887580 V
2025-01-02 01:36:25,20.5887590 V
2025-01-02 01:36:50,20.5887560 V
2025-01-02 01:37:15,20.5887600 V
2025-01-02 01:37:40,20.5887570 V
2025-01-02 01:38:05,20.5887610 V
2025-01-02 01:38:31,20.5887590 V
2025-01-02 01:38:56,20.5887570 V
2025-01-02 01:39:21,20.5887570 V
2025-01-02 01:39:46,20.5887540 V
2025-01-02 01:40:11,20.5887600 V
2025-01-02 01:40:36,20.5887570 V
2025-01-02 01:41:01,20.5887560 V
2025-01-02 01:41:26,20.5887580 V
2025-01-02 01:41:52,20.5887540 V
2025-01-02 01:42:17,20.5887570 V
2025-01-02 01:42:42,20.5887560 V
2025-01-02 01:43:07,20.5887590 V
2025-01-02 01:43:32,20.5887560 V
2025-01-02 01:43:57,20.5887560 V
2025-01-02 01:44:22,20.5887600 V
2025-01-02 01:44:48,20.5887550 V
2025-01-02 01:45:13,20.5887600 V
2025-01-02 01:45:38,20.5887580 V
2025-01-02 01:46:03,20.5887620 V
2025-01-02 01:46:28,20.5887580 V
2025-01-02 01:46:53,20.5887570 V
2025-01-02 01:47:18,20.5887610 V
2025-01-02 01:47:43,20.5887560 V
2025-01-02 01:48:09,20.5887560 V
2025-01-02 01:48:34,20.5887610 V
2025-01-02 01:48:59,20.5887600 V
2025-01-02 01:49:24,20.5887570 V
2025-01-02 01:49:49,20.5887570 V
2025-01-02 01:50:14,20.5887600 V
2025-01-02 01:50:39,20.5887540 V
2025-01-02 01:51:05,20.5887590 V
2025-01-02 01:51:30,20.5887580 V
2025-01-02 01:51:55,20.5887600 V
2025-01-02 01:52:20,20.5887580 V
2025-01-02 01:52:45,20.5887590 V
2025-01-02 01:53:10,20.5887580 V
2025-01-02 01:53:35,20.5887600 V
2025-01-02 01:54:00,20.5887560 V
2025-01-02 01:54:26,20.5887550 V
2025-01-02 01:54:51,20.5887580 V
2025-01-02 01:55:16,20.5887580 V
2025-01-02 01:55:41,20.5887570 V
2025-01-02 01:56:06,20.5887580 V
2025-01-02 01:56:31,20.5887590 V
2025-01-02 01:56:56,20.5887570 V
2025-01-02 01:57:22,20.5887570 V
2025-01-02 01:57:47,20.5887610 V
2025-01-02 01:58:12,20.5887620 V
2025-01-02 01:58:37,20.5887590 V
2025-01-02 01:59:02,20.5887600 V
2025-01-02 01:59:27,20.5887590 V
2025-01-02 01:59:52,20.5887580 V
2025-01-02 02:00:17,20.5887600 V
2025-01-02 02:00:43,20.5887580 V
2025-01-02 02:01:08,20.5887620 V
2025-01-02 02:01:33,20.5887600 V
2025-01-02 02:01:58,20.5887600 V
2025-01-02 02:02:23,20.5887580 V
2025-01-02 02:02:48,20.5887620 V
2025-01-02 02:03:13,20.5887600 V
2025-01-02 02:03:38,20.5887570 V
2025-01-02 02:04:04,20.5887590 V
2025-01-02 02:04:29,20.5887590 V
2025-01-02 02:04:54,20.5887580 V
2025-01-02 02:05:19,20.5887610 V
2025-01-02 02:05:44,20.5887620 V
2025-01-02 02:06:09,20.5887590 V
2025-01-02 02:06:34,20.5887580 V
2025-01-02 02:07:00,20.5887620 V
2025-01-02 02:07:25,20.5887590 V
2025-01-02 02:07:50,20.5887590 V
2025-01-02 02:08:15,20.5887580 V
2025-01-02 02:08:40,20.5887610 V
2025-01-02 02:09:05,20.5887590 V
2025-01-02 02:09:30,20.5887600 V
2025-01-02 02:09:55,20.5887590 V
2025-01-02 02:10:21,20.5887610 V
2025-01-02 02:10:46,20.5887590 V
2025-01-02 02:11:11,20.5887590 V
2025-01-02 02:11:36,20.5887590 V
2025-01-02 02:12:01,20.5887570 V
2025-01-02 02:12:26,20.5887570 V
2025-01-02 02:12:51,20.5887610 V
2025-01-02 02:13:17,20.5887610 V
2025-01-02 02:13:42,20.5887560 V
2025-01-02 02:14:07,20.5887580 V
2025-01-02 02:14:32,20.5887620 V
2025-01-02 02:14:57,20.5887590 V
2025-01-02 02:15:22,20.5887620 V
2025-01-02 02:15:47,20.5887590 V
2025-01-02 02:16:12,20.5887600 V
2025-01-02 02:16:38,20.5887580 V
2025-01-02 02:17:03,20.5887620 V
2025-01-02 02:17:28,20.5887610 V
2025-01-02 02:17:53,20.5887600 V
2025-01-02 02:18:18,20.5887590 V
2025-01-02 02:18:43,20.5887610 V
2025-01-02 02:19:08,20.5887610 V
2025-01-02 02:19:34,20.5887640 V
2025-01-02 02:19:59,20.5887600 V
2025-01-02 02:20:24,20.5887620 V
2025-01-02 02:20:49,20.5887610 V
2025-01-02 02:21:14,20.5887630 V
2025-01-02 02:21:39,20.5887600 V
2025-01-02 02:22:04,20.5887640 V
2025-01-02 02:22:29,20.5887620 V
2025-01-02 02:22:55,20.5887630 V
2025-01-02 02:23:20,20.5887620 V
2025-01-02 02:23:45,20.5887600 V
2025-01-02 02:24:10,20.5887600 V
2025-01-02 02:24:35,20.5887620 V
2025-01-02 02:25:00,20.5887620 V
2025-01-02 02:25:25,20.5887600 V
2025-01-02 02:25:50,20.5887600 V
2025-01-02 02:26:16,20.5887590 V
2025-01-02 02:26:41,20.5887660 V
2025-01-02 02:27:06,20.5887600 V
2025-01-02 02:27:31,20.5887630 V
2025-01-02 02:27:56,20.5887620 V
2025-01-02 02:28:21,20.5887590 V
2025-01-02 02:28:46,20.5887610 V
2025-01-02 02:29:12,20.5887600 V
2025-01-02 02:29:37,20.5887610 V
2025-01-02 02:30:02,20.5887600 V
2025-01-02 02:30:27,20.5887630 V
2025-01-02 02:30:52,20.5887620 V
2025-01-02 02:31:17,20.5887630 V
2025-01-02 02:31:42,20.5887610 V
2025-01-02 02:32:07,20.5887600 V
2025-01-02 02:32:33,20.5887590 V
2025-01-02 02:32:58,20.5887650 V
2025-01-02 02:33:23,20.5887620 V
2025-01-02 02:33:48,20.5887610 V
2025-01-02 02:34:13,20.5887600 V
2025-01-02 02:34:38,20.5887590 V
2025-01-02 02:35:03,20.5887630 V
2025-01-02 02:35:29,20.5887630 V
2025-01-02 02:35:54,20.5887600 V
2025-01-02 02:36:19,20.5887600 V
2025-01-02 02:36:44,20.5887630 V
2025-01-02 02:37:09,20.5887610 V
2025-01-02 02:37:34,20.5887640 V
2025-01-02 02:37:59,20.5887610 V
2025-01-02 02:38:24,20.5887600 V
2025-01-02 02:38:50,20.5887630 V
2025-01-02 02:39:15,20.5887620 V
2025-01-02 02:39:40,20.5887630 V
2025-01-02 02:40:05,20.5887620 V
2025-01-02 02:40:30,20.5887630 V
2025-01-02 02:40:55,20.5887630 V
2025-01-02 02:41:20,20.5887640 V
2025-01-02 02:41:46,20.5887640 V
2025-01-02 02:42:11,20.5887630 V
2025-01-02 02:42:36,20.5887590 V
2025-01-02 02:43:01,20.5887620 V
2025-01-02 02:43:26,20.5887620 V
2025-01-02 02:43:51,20.5887600 V
2025-01-02 02:44:16,20.5887630 V
2025-01-02 02:44:41,20.5887580 V
2025-01-02 02:45:07,20.5887650 V
2025-01-02 02:45:32,20.5887650 V
2025-01-02 02:45:57,20.5887610 V
2025-01-02 02:46:22,20.5887600 V
2025-01-02 02:46:47,20.5887620 V
2025-01-02 02:47:12,20.5887630 V
2025-01-02 02:47:37,20.5887620 V
2025-01-02 02:48:03,20.5887650 V
2025-01-02 02:48:28,20.5887580 V
2025-01-02 02:48:53,20.5887600 V
2025-01-02 02:49:18,20.5887630 V
2025-01-02 02:49:43,20.5887620 V
2025-01-02 02:50:08,20.5887620 V
2025-01-02 02:50:33,20.5887600 V
2025-01-02 02:50:58,20.5887640 V
2025-01-02 02:51:24,20.5887630 V
2025-01-02 02:51:49,20.5887620 V
2025-01-02 02:52:14,20.5887600 V
2025-01-02 02:52:39,20.5887590 V
2025-01-02 02:53:04,20.5887630 V
2025-01-02 02:53:29,20.5887610 V
2025-01-02 02:53:54,20.5887630 V
2025-01-02 02:54:19,20.5887630 V
2025-01-02 02:54:45,20.5887620 V
2025-01-02 02:55:10,20.5887620 V
2025-01-02 02:55:35,20.5887600 V
2025-01-02 02:56:00,20.5887610 V
2025-01-02 02:56:25,20.5887610 V
2025-01-02 02:56:50,20.5887630 V
2025-01-02 02:57:15,20.5887630 V
2025-01-02 02:57:41,20.5887640 V
2025-01-02 02:58:06,20.5887630 V
2025-01-02 02:58:31,20.5887600 V
2025-01-02 02:58:56,20.5887610 V
2025-01-02 02:59:21,20.5887630 V
2025-01-02 02:59:46,20.5887640 V
2025-01-02 03:00:11,20.5887610 V
2025-01-02 03:00:36,20.5887620 V
2025-01-02 03:01:02,20.5887630 V
2025-01-02 03:01:27,20.5887630 V
2025-01-02 03:01:52,20.5887630 V
2025-01-02 03:02:17,20.5887620 V
2025-01-02 03:02:42,20.5887640 V
2025-01-02 03:03:07,20.5887590 V
2025-01-02 03:03:32,20.5887640 V
2025-01-02 03:03:58,20.5887650 V
2025-01-02 03:04:23,20.5887620 V
2025-01-02 03:04:48,20.5887590 V
2025-01-02 03:05:13,20.5887630 V
2025-01-02 03:05:38,20.5887680 V
2025-01-02 03:06:03,20.5887630 V
2025-01-02 03:06:28,20.5887630 V
2025-01-02 03:06:53,20.5887660 V
2025-01-02 03:07:19,20.5887650 V
2025-01-02 03:07:44,20.5887610 V
2025-01-02 03:08:09,20.5887630 V
